Artist,Title,Label,chroma_stft,rms,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
BTS,Dynamite,1,0.43307057,0.27784005,2673.1080575706656,2731.443011688627,5882.666282098655,0.10650896163591476,-55.64875411987305,72.18463897705078,5.814444065093994,22.29277801513672,14.586854934692383,8.414224624633789,4.424874305725098,8.840272903442383,0.3372281491756439,5.813614845275879,2.218331813812256,2.6414709091186523,-0.8201831579208374,3.9991555213928223,-1.0510404109954834,0.5146523118019104,-1.628194808959961,1.7000528573989868,-4.101132869720459,3.7882165908813477
Doja Cat,Need To Know,1,0.45818296,0.29653755,2677.2003048513757,2831.8532293973344,6068.105579723011,0.08738902698863636,-65.6657485961914,77.33919525146484,16.23471450805664,13.99156665802002,2.597733497619629,5.844637393951416,7.883264064788818,3.1825082302093506,5.0056071281433105,3.763242483139038,4.393423557281494,6.522172927856445,1.68303382396698,4.908641338348389,-3.5665829181671143,4.283967018127441,2.1373467445373535,6.318696022033691,5.70389461517334,7.080612659454346
Taylor Swift,Willow,1,0.32050025,0.115390405,1554.4657276562361,2153.27144002034,3204.909554811793,0.05393734122103182,-204.3175506591797,125.86644744873047,28.145095825195312,12.651969909667969,11.364542007446289,-2.692610502243042,4.287707328796387,-1.6136765480041504,1.788440465927124,-1.2159576416015625,-7.950482368469238,-3.1788430213928223,-7.492949962615967,1.574052095413208,-3.649491548538208,0.07550045102834702,-0.23089087009429932,-1.083951473236084,-1.5306494235992432,-1.5415546894073486
Luke Combs,Better Together,1,0.26183152,0.11099979,1928.9840290901855,2105.962287183796,3825.5663969670863,0.08357205892545944,-204.33570861816406,102.58978271484375,5.079837322235107,16.337562561035156,1.983283519744873,-7.792926788330078,-2.5816845893859863,-0.42076534032821655,-19.073575973510742,-2.618314743041992,-9.002376556396484,-3.8963911533355713,-3.9652984142303467,-1.0236953496932983,-9.723889350891113,4.975259780883789,-9.60134506225586,-5.723720073699951,-3.43622088432312,-6.5010881423950195
Doja Cat,Streets,1,0.46399277,0.22938955,1808.7536309848167,2316.7893372029175,4053.910551051744,0.05748699574104718,-138.4261016845703,108.35836029052734,25.802114486694336,26.549102783203125,19.419071197509766,11.0155029296875,11.50420093536377,7.118856906890869,7.317856788635254,7.07895040512085,-0.7429606914520264,2.39349102973938,-2.123713731765747,5.727333068847656,-5.305645942687988,-0.16321082413196564,-0.5085338950157166,-1.2984826564788818,1.0816314220428467,3.9443061351776123
Drake,What's Next,1,0.5571635,0.3694317,2751.717153303685,2883.849965922995,6144.929895401001,0.08867397308349609,-48.643043518066406,66.46981048583984,18.95054817199707,18.66267204284668,7.943358421325684,7.515538215637207,-9.3658447265625,6.602695941925049,-3.710254669189453,4.5601725578308105,1.7982065677642822,5.093938827514648,-1.502209186553955,5.839913845062256,-3.6783792972564697,3.012633800506592,0.0452081672847271,7.659993648529053,1.627471685409546,3.9738755226135254
Roddy Ricch,Late At Night,1,0.4249339,0.14615794,1597.1106740390624,1953.4328812539043,3207.4939921349132,0.05941634462914221,-185.65318298339844,118.03275299072266,5.861077785491943,20.673425674438477,18.163503646850586,7.792441368103027,2.48844838142395,3.334655284881592,3.4991097450256348,5.368189334869385,0.0792667418718338,3.0285933017730713,2.8493895530700684,-1.222120761871338,1.790097713470459,6.975823402404785,-0.913837730884552,6.442648887634277,1.0325648784637451,3.0811119079589844
Justin Bieber,Anyone,1,0.38283914,0.119511165,1692.6318972265879,2129.2143028682945,3714.44057625784,0.06750307754731515,-182.75498962402344,110.28522491455078,12.945011138916016,13.767067909240723,13.993098258972168,4.981630325317383,-0.7746946811676025,6.615016937255859,2.1514952182769775,7.964233875274658,1.2842406034469604,0.6660425066947937,-0.5299412608146667,2.5228261947631836,-0.1954801380634308,1.1709859371185303,-2.0420100688934326,4.315383434295654,-2.616962194442749,2.3230032920837402
Ariana Grande,pov,1,0.3090063,0.2609088,2298.123811889027,2683.17148778133,5378.134340376624,0.07792662526464866,-102.5263900756836,85.6156997680664,21.532081604003906,26.376222610473633,15.875191688537598,4.130125522613525,9.69864273071289,-3.083298444747925,6.183806419372559,6.254417896270752,-10.150044441223145,4.054139614105225,0.4027253985404968,0.9605949521064758,2.723670482635498,3.6077160835266113,1.6495575904846191,2.315192461013794,2.2275390625,5.592724800109863
The Weeknd,Take My Breath,1,0.39816153,0.22175741,2411.283987645317,2572.06324028982,5286.4314352721285,0.08962991230735416,-77.295654296875,78.60755157470703,7.915518760681152,27.61808967590332,3.3460400104522705,12.448284149169922,0.4989328384399414,8.435426712036133,-0.04798112064599991,7.228870391845703,-1.5482618808746338,0.6023287177085876,-1.648511528968811,8.738119125366211,0.1268944889307022,4.429886341094971,-1.8063175678253174,2.886444568634033,-2.073652744293213,6.367079257965088
Billie Eilish,Happier Than Ever,1,0.30011225,0.21504943,1368.35210526108,1729.1531525823166,2754.128728810925,0.051496115048445326,-170.69273376464844,115.62381744384766,11.911372184753418,27.32122039794922,8.009620666503906,6.502419471740723,2.0484728813171387,-5.1200737953186035,-2.55820631980896,-3.8569209575653076,-6.002889156341553,-2.209731340408325,-6.477595329284668,1.0916904211044312,-3.94037127494812,-4.919435024261475,-4.166977405548096,-3.996051549911499,-5.620974540710449,-0.9143756628036499
Post Malone,Circles,1,0.3637184,0.33284378,1856.6133645956256,2292.9553476064593,4050.012872049573,0.07501877580922335,-59.43516540527344,112.11207580566406,10.798297882080078,17.132301330566406,5.626042366027832,6.855345726013184,6.243693828582764,1.0390812158584595,-3.2236621379852295,1.8569198846817017,0.6299428343772888,2.5651941299438477,1.1828967332839966,-0.7484886050224304,-4.5330657958984375,2.569141387939453,-10.293500900268555,4.048950672149658,-3.859551429748535,-0.5883086323738098
Roddy Ricch,The Box,1,0.39767277,0.22005774,2170.0862932098826,2351.7577834685544,4530.314569801043,0.08577921482883251,-121.29264831542969,100.88412475585938,4.449388027191162,9.784903526306152,1.0823365449905396,-2.109053373336792,-6.463508129119873,7.155745506286621,-3.8387529850006104,5.175177574157715,-4.24225378036499,2.7347769737243652,4.775795936584473,3.858779191970825,5.7280497550964355,3.495042324066162,-6.913384914398193,1.984682321548462,-3.8594257831573486,0.14430999755859375
Harry Styles,Adore You,1,0.37021327,0.22858824,2494.3566060903067,2589.7837274623357,5414.918735493206,0.10695979521968972,-43.889896392822266,87.37303924560547,5.484370231628418,19.40591049194336,-0.39799678325653076,13.012852668762207,-0.35045820474624634,9.025871276855469,1.7275419235229492,4.916574954986572,0.9786233305931091,3.243624448776245,-1.1103134155273438,4.294247627258301,-3.929849863052368,0.7073068022727966,-0.9009215831756592,4.926698207855225,-2.3040459156036377,3.258387804031372
Maroon 5,Memories,1,0.23958236,0.1463895,1827.0924396140936,2235.9463333366903,4024.355551834506,0.06642437752855783,-164.8046875,103.69026947021484,13.151570320129395,12.295252799987793,3.096405267715454,10.688197135925293,-13.176281929016113,-3.710310459136963,-10.371787071228027,-4.748685359954834,-4.8600053787231445,-5.0581440925598145,-5.533123970031738,-5.568312644958496,-1.5052175521850586,-7.471827983856201,-9.65918254852295,-2.9858813285827637,-9.084012985229492,-2.8286545276641846
Doja Cat,Say So,1,0.36071295,0.29403338,2678.89478047008,2712.245147685181,5925.179763811989,0.10710839920735613,-61.82073974609375,80.9203872680664,12.15377426147461,13.647565841674805,4.180563926696777,-7.41448974609375,-5.460763454437256,-5.984501361846924,-0.40338248014450073,-8.891915321350098,-5.014444351196289,-4.909266471862793,-5.669035911560059,0.1734461784362793,-5.1801557540893555,3.2343711853027344,-3.9137468338012695,-1.788376808166504,-3.304521322250366,-0.43268516659736633
Billie Eilish,Everything I Wanted,1,0.34445187,0.21872221,748.7269253163253,1218.3607311718615,1368.0756502373274,0.025764287904251452,-250.13143920898438,129.7518310546875,38.710655212402344,26.513975143432617,8.801458358764648,9.920172691345215,8.094615936279297,1.361486792564392,7.528263568878174,0.14896410703659058,-0.6416875720024109,-1.2050034999847412,-1.7702659368515015,4.947519779205322,-0.7652548551559448,-0.2880904972553253,-1.1120518445968628,-3.320953845977783,-1.309403419494629,-0.527114748954773
Harry Styles,Watermelon Sugar,1,0.33158314,0.2404496,2388.3181081010225,2524.3090761228686,5330.750551860476,0.10395227439521088,-56.52848815917969,82.91493225097656,2.2842164039611816,10.690673828125,-2.2137539386749268,6.696109771728516,-4.8559746742248535,0.5115528702735901,-4.827430725097656,3.3313534259796143,-3.9728505611419678,0.2708967328071594,-5.944191932678223,-0.8134901523590088,-2.6566829681396484,-4.4240946769714355,-6.301506042480469,-1.2086386680603027,-4.798022747039795,-0.3280874788761139
The Weeknd,Heartless,1,0.46189892,0.30073872,2212.9231767504243,2589.890220272187,5244.914045934724,0.07005990770323679,-71.61876678466797,91.73085021972656,11.861164093017578,12.876312255859375,2.8908350467681885,7.732379913330078,6.621933937072754,8.19860553741455,-1.4730806350708008,13.930830001831055,4.775701522827148,2.1141366958618164,0.1143852099776268,7.386063575744629,-1.5869985818862915,6.3860392570495605,4.993027210235596,7.197638988494873,-2.36905574798584,4.851281642913818
DaBaby,BOP,1,0.37446988,0.2763364,2612.3474079998114,2437.5872674825464,5264.101455653736,0.11535548801938401,-79.10340881347656,77.46955871582031,5.602024078369141,3.903306484222412,5.368719577789307,1.7704031467437744,-10.363282203674316,-1.386082649230957,-12.099127769470215,3.1695077419281006,-11.040186882019043,0.8717057704925537,-0.24412833154201508,-4.4279913902282715,1.8418242931365967,4.390635967254639,-7.605276584625244,1.9531115293502808,-4.4812331199646,-3.8769586086273193
Drake,Toosie Slide,1,0.4140598,0.17181939,2076.417846496024,2371.7855645161508,4373.064361190113,0.07108513883842055,-189.8577117919922,97.05259704589844,30.648040771484375,8.626635551452637,7.597177505493164,3.5389559268951416,-3.644545793533325,1.7421876192092896,-4.586742877960205,2.2540459632873535,-2.129986524581909,0.6625190377235413,-2.182546615600586,4.665083408355713,2.200437307357788,-0.1674402505159378,-5.415573596954346,0.6858322024345398,-3.1175107955932617,-1.089310646057129
Morgan Wallen,Chasin' You,1,0.3129195,0.30299532,1981.2711920771828,2254.9794376881086,4136.886704767568,0.08437462152815157,-71.12915802001953,106.85816192626953,9.618632316589355,26.51791763305664,4.858426094055176,9.657550811767578,-5.042917251586914,3.830922842025757,-2.7638113498687744,1.336249589920044,-4.168593883514404,0.9932428002357483,-1.5330066680908203,-0.6412855386734009,-1.4979358911514282,1.99977707862854,-5.142146110534668,4.193743705749512,-4.855434894561768,1.2121866941452026
Lil Baby,Woah,1,0.46462902,0.3435366,2290.1361697186385,2268.36218613362,4490.54314963078,0.07164646548785024,-102.04049682617188,85.09278106689453,13.68803882598877,10.829472541809082,7.692779541015625,22.212186813354492,-7.03137731552124,8.632852554321289,10.604060173034668,1.8151935338974,0.7433595061302185,11.310358047485352,1.6901298761367798,3.060609817504883,0.419894814491272,3.4151036739349365,-0.4137669503688812,2.9063456058502197,1.069836974143982,6.016169548034668
Travis Scott,HIGHEST IN THE ROOM,1,0.45826825,0.21665725,1993.7017033345323,2383.4420612266927,4620.373631249385,0.05730405200406717,-120.25848388671875,99.7806396484375,13.561219215393066,21.391508102416992,13.572025299072266,15.722620964050293,-2.012725353240967,10.075828552246094,-1.6594674587249756,11.063332557678223,-1.316490888595581,8.106222152709961,4.879593849182129,2.496934652328491,1.8040777444839478,5.643836975097656,-3.106806516647339,5.763711452484131,2.8703091144561768,4.641894817352295
Billie Eilish,Bad Guy,1,0.44726166,0.14781299,1644.149371974861,1969.793950927552,3325.2398243266575,0.06488723230141503,-261.4312744140625,102.57701110839844,25.60763168334961,31.29104232788086,19.849468231201172,12.374229431152344,5.47965145111084,4.695583820343018,3.8381969928741455,4.56024169921875,2.3885960578918457,2.1538949012756348,1.1725972890853882,7.881293773651123,-1.4351190328598022,0.4151317775249481,-2.133625030517578,0.7233237624168396,-2.8680684566497803,-2.569483995437622
Justin Bieber,Yummy,1,0.36416036,0.2541503,2257.3955524350367,2544.2110148872302,5078.088111024952,0.07936384040920072,-104.15440368652344,95.5876693725586,20.823347091674805,9.520988464355469,-1.3806651830673218,-5.340373992919922,-10.8425874710083,-3.821657657623291,-8.972843170166016,-0.5133392810821533,-9.231184959411621,-0.31392017006874084,-3.2657880783081055,-1.3505914211273193,1.11771821975708,3.4036059379577637,3.9605982303619385,9.324740409851074,1.7566949129104614,5.468122482299805
Lil Nas X,Panini,1,0.43142122,0.18459952,1983.8455088411517,2363.8502166864146,4594.698523283578,0.07243667595206632,-126.1174545288086,111.73614501953125,18.410566329956055,17.522342681884766,9.835698127746582,9.64517879486084,10.199750900268555,7.044175624847412,2.4569497108459473,4.859260082244873,-2.099377155303955,6.241612911224365,3.2550394535064697,4.289690017700195,0.6014681458473206,5.926450252532959,-0.9691770672798157,2.3490850925445557,2.1964452266693115,3.3913235664367676
Lil Baby,Emotionally Scarred,1,0.41584852,0.24948074,2244.4242253809957,2437.839319713065,4912.498737203664,0.07933081300947104,-99.22848510742188,89.97146606445312,7.3716325759887695,10.317275047302246,12.747071266174316,16.11756706237793,-1.463016390800476,14.696547508239746,3.6780624389648438,1.0907968282699585,-0.43202611804008484,8.35992431640625,-2.2000579833984375,7.963627815246582,4.169983863830566,2.0887954235076904,1.3729203939437866,6.875903606414795,0.1738010048866272,1.1557378768920898
Lil Baby,The Bigger Picture,1,0.43936557,0.2909738,2537.626287375205,2563.6700081054137,5317.8749952280905,0.07702516316396706,-89.78085327148438,81.6991958618164,1.288809061050415,-0.9212174415588379,12.912437438964844,9.30245590209961,-5.252797603607178,13.905189514160156,4.535725116729736,4.624783515930176,-2.8857338428497314,15.273452758789062,4.32373571395874,5.399931907653809,2.4161016941070557,3.006051540374756,1.2715781927108765,5.004202842712402,2.5628840923309326,2.932162284851074
Jonas Brothers,Only Human,1,0.34617856,0.24856949,2645.682524741241,2739.9972285364624,5884.194980941877,0.10354445614118092,-75.49580383300781,71.46163177490234,12.35758113861084,17.019983291625977,4.279805660247803,8.55784797668457,-0.31221091747283936,5.276970386505127,-0.941358208656311,9.25835132598877,-0.6859536170959473,2.862086057662964,-3.5151469707489014,0.9646302461624146,-3.6759982109069824,1.9237186908721924,0.34450918436050415,7.832795143127441,1.4643192291259766,10.715670585632324
Lil Baby,Sum 2 Prove,1,0.46128148,0.29247552,2430.5289520020856,2491.816423534092,5082.337415614956,0.09053682632936731,-99.59149932861328,73.21853637695312,-6.992465019226074,5.3492045402526855,13.672931671142578,8.258681297302246,-14.105318069458008,8.647238731384277,3.603079080581665,0.4262550175189972,-7.741581439971924,8.678338050842285,-0.20006434619426727,5.957761764526367,-0.45672744512557983,7.046149730682373,-0.09096973389387131,2.6631698608398438,0.6616357564926147,5.473713397979736
Halsey,You Should Be Sad,1,0.35242927,0.27964038,2010.8064623602313,2506.6078973713675,4476.034241597643,0.06863905951338006,-83.4750747680664,100.15294647216797,16.480710983276367,14.699363708496094,14.332944869995117,2.0805983543395996,2.640489339828491,2.4074933528900146,5.149475574493408,-3.1820719242095947,-3.3456194400787354,6.163038730621338,-6.330319881439209,4.881656646728516,-6.308396339416504,-4.856938362121582,-1.9280407428741455,4.456251621246338,-2.331906318664551,-0.8793120384216309
Pop Smoke,Dior,1,0.41756785,0.27443862,3044.623855772584,2777.3325748291904,6246.334678248355,0.1376642376728652,-56.39325714111328,64.27279663085938,18.341747283935547,18.44146156311035,4.5763773918151855,10.653429985046387,-1.9982088804244995,7.492908954620361,0.9283475279808044,1.5557469129562378,-3.3217973709106445,1.3355499505996704,-5.452939510345459,1.967093825340271,0.19103646278381348,1.8539984226226807,-3.6809298992156982,-0.5851751565933228,-4.071160793304443,-1.7950190305709839
Luke Combs,Even Though I'm Leaving,1,0.35730428,0.24971093,1896.5326385785233,2295.398996527475,4078.4659058880907,0.0756264582570846,-58.29376983642578,109.28308868408203,7.057743549346924,29.66856575012207,9.712505340576172,6.84653377532959,-5.243903636932373,7.861381530761719,-6.061222076416016,3.131601333618164,-2.28825044631958,3.914118766784668,-1.4977494478225708,1.8839718103408813,-4.381823539733887,2.4710893630981445,-6.402047634124756,1.5504757165908813,-3.486159563064575,-0.10383063554763794
Juice WRLD,Wishing Well,1,0.4051208,0.30209327,2223.020213343568,2523.7331242393116,4958.136348329741,0.06616216549928161,-87.3081283569336,88.15775299072266,20.300121307373047,26.835647583007812,18.145036697387695,11.849183082580566,4.508098602294922,12.99537467956543,-3.3530266284942627,12.888855934143066,2.225020408630371,8.382652282714844,4.865198135375977,4.305255889892578,1.8780632019042969,2.645979166030884,-3.9804203510284424,3.7772533893585205,-1.2096589803695679,0.5853325724601746
Morgan Wallen,More Than My Hometown,1,0.3520864,0.2899335,1781.0798261653454,2135.8225134941176,3637.720660543501,0.07597272614793295,-53.69138717651367,120.3495101928711,-4.615079879760742,19.158714294433594,6.665648937225342,0.6566131711006165,-4.506080150604248,2.828239917755127,-2.8106212615966797,-0.33507969975471497,1.0188523530960083,-2.453511953353882,-2.6092026233673096,3.9720592498779297,-1.790956974029541,5.3495025634765625,-2.1601579189300537,2.853031873703003,-5.043691635131836,1.4702117443084717
Luke Combs,Lovin' On You,1,0.40498722,0.22683643,2222.1102486739533,2434.267072335585,4814.4814210009,0.09782200667386017,-53.632179260253906,94.13572692871094,-5.943666934967041,26.863502502441406,7.223891735076904,10.255868911743164,-0.7961556315422058,7.929907321929932,-2.3637535572052,5.744074821472168,1.0563697814941406,4.000088214874268,-2.236544132232666,2.310880422592163,-2.0089080333709717,2.312859296798706,-4.99595308303833,-0.5101897716522217,-3.062899351119995,0.0011513079516589642
Halsey,Without Me,1,0.36986762,0.19371977,1828.0429103484655,2221.359913608395,3875.502514588452,0.0685006046529484,-156.5023956298828,105.40042877197266,18.771570205688477,15.162606239318848,8.533153533935547,3.4784858226776123,5.085506916046143,0.5514456629753113,4.8392534255981445,-0.4063301384449005,-2.975456953048706,0.7689216732978821,-6.4549946784973145,4.034404754638672,-1.8689204454421997,1.9081476926803589,0.02620791457593441,1.8413187265396118,-0.7862512469291687,4.141045570373535
Post Malone,Wow.,1,0.44143802,0.15147626,1549.2640496650718,1904.2883818477874,3144.224586933943,0.05317845188637415,-212.65869140625,116.62748718261719,8.887299537658691,14.921388626098633,7.954543113708496,7.136280059814453,3.140361785888672,4.190881729125977,-3.61863374710083,-0.04986380413174629,1.2217158079147339,2.7419774532318115,3.5236423015594482,-0.2185514122247696,-2.4602129459381104,7.706820487976074,-10.557130813598633,3.872689723968506,-4.891237258911133,-0.36579960584640503
Ariana Grande,7 Rings,1,0.34373832,0.17619036,2112.0900204420454,2421.9820493167254,4603.096646702152,0.07869813575150678,-157.93228149414062,92.337158203125,15.420882225036621,13.396600723266602,4.769525527954102,-1.9852921962738037,6.487010955810547,-9.102620124816895,4.65037202835083,-1.3154000043869019,-8.793635368347168,3.0436530113220215,-4.3868513107299805,1.1614972352981567,-5.258382797241211,-0.024885421618819237,-1.0042929649353027,1.4050348997116089,0.2252839207649231,2.6790575981140137
Khalid,Talk,1,0.40465,0.16703874,2641.3521314029954,2653.5631716674134,5590.325409442094,0.1148366554155641,-151.232666015625,69.28868865966797,4.75,5.549633979797363,10.792373657226562,2.4998483657836914,-0.8091877102851868,4.817734241485596,-4.12846040725708,3.7772157192230225,2.565729856491089,3.914893627166748,1.999568223953247,1.8153947591781616,0.8252546191215515,4.656965255737305,-2.1094679832458496,3.906399726867676,-0.8076997399330139,0.5668464303016663
Travis Scott,Sicko Mode,1,0.44743457,0.2693164,2646.0049363922176,2486.312268025784,5484.828277870969,0.10833881992881282,-88.92378234863281,73.56797790527344,9.541925430297852,14.204375267028809,9.808197021484375,11.644621849060059,-3.630462646484375,6.931356430053711,0.21298262476921082,7.4526591300964355,0.5866273641586304,2.1994574069976807,-2.5367648601531982,1.18748140335083,-0.6812180280685425,5.913586139678955,-0.3714503049850464,3.9959418773651123,0.12995457649230957,-1.8063726425170898
Jonas Brothers,Sucker,1,0.3771705,0.115452826,2513.804377295605,2582.443922917223,5432.769830019324,0.10487297082049866,-160.76382446289062,71.26226043701172,8.9691162109375,19.614547729492188,6.393479824066162,13.732629776000977,0.6820942163467407,7.645081043243408,0.4042011797428131,4.969609260559082,-0.08620545268058777,3.4677200317382812,-0.6156710982322693,3.9043362140655518,-0.3291746973991394,0.9348324537277222,-1.132217288017273,4.317482948303223,-1.5082982778549194,5.737892150878906
